review,category_sentiment,category,sentiment,cleaned_review,tokenized_words
"Pelayanan resepsionist nya harus lebih di tingkatkan lg, tdk ramah dan jutek.. Herus nya sebagai resepsionist bisa memberikan pelayanan yg baik untuk para tamu.. dan tdk bisa request untuk late chekout.. over all ok, kamar lumayan besar. Handuk cuma dapat 1 padahal saya booking untuk 2 org.",general-pos,general,pos,pelayanan resepsionist nya tingkatkan lg tdk ramah jutek herus nya resepsionist pelayanan yg tamu tdk request late chekout over all ok kamar lumayan handuk booking org,"['pelayanan', 'resepsionist', 'nya', 'tingkatkan', 'lg', 'tdk', 'ramah', 'jutek', 'herus', 'nya', 'resepsionist', 'pelayanan', 'yg', 'tamu', 'tdk', 'request', 'late', 'chekout', 'over', 'all', 'ok', 'kamar', 'lumayan', 'handuk', 'booking', 'org']"
"Pelayanan resepsionist nya harus lebih di tingkatkan lg, tdk ramah dan jutek.. Herus nya sebagai resepsionist bisa memberikan pelayanan yg baik untuk para tamu.. dan tdk bisa request untuk late chekout.. over all ok, kamar lumayan besar. Handuk cuma dapat 1 padahal saya booking untuk 2 org.",linen_P1-neg,linen_P1,neg,pelayanan resepsionist nya tingkatkan lg tdk ramah jutek herus nya resepsionist pelayanan yg tamu tdk request late chekout over all ok kamar lumayan handuk booking org,"['pelayanan', 'resepsionist', 'nya', 'tingkatkan', 'lg', 'tdk', 'ramah', 'jutek', 'herus', 'nya', 'resepsionist', 'pelayanan', 'yg', 'tamu', 'tdk', 'request', 'late', 'chekout', 'over', 'all', 'ok', 'kamar', 'lumayan', 'handuk', 'booking', 'org']"
"klo sekedar untuk tidur lumayan lah , tidak ada tempat untuk parkir mobil, fasilitas kamar ok untuk harga segitu . kekurangannya harus tingkatkan lg kebersihan kamar, seprei diganti jangan sampai banyak serangga.",kebersihan-neg,kebersihan,neg,klo sekedar tidur lumayan parkir mobil fasilitas kamar ok harga segitu kekurangannya tingkatkan lg kebersihan kamar seprei diganti serangga,"['klo', 'sekedar', 'tidur', 'lumayan', 'parkir', 'mobil', 'fasilitas', 'kamar', 'ok', 'harga', 'segitu', 'kekurangannya', 'tingkatkan', 'lg', 'kebersihan', 'kamar', 'seprei', 'diganti', 'serangga']"
"klo sekedar untuk tidur lumayan lah , tidak ada tempat untuk parkir mobil, fasilitas kamar ok untuk harga segitu . kekurangannya harus tingkatkan lg kebersihan kamar, seprei diganti jangan sampai banyak serangga.",linen_P1-neg,linen_P1,neg,klo sekedar tidur lumayan parkir mobil fasilitas kamar ok harga segitu kekurangannya tingkatkan lg kebersihan kamar seprei diganti serangga,"['klo', 'sekedar', 'tidur', 'lumayan', 'parkir', 'mobil', 'fasilitas', 'kamar', 'ok', 'harga', 'segitu', 'kekurangannya', 'tingkatkan', 'lg', 'kebersihan', 'kamar', 'seprei', 'diganti', 'serangga']"
"so far bagus, puas tp sayang wifinya tdk gratis, hrs beli vocher dulu. dapet lantai 3 capek naik turun tangga.",wifi_P1-neg,wifi_P1,neg,so far bagus puas tp sayang wifinya tdk gratis hrs beli vocher dapet lantai capek turun tangga,"['so', 'far', 'bagus', 'puas', 'tp', 'sayang', 'wifinya', 'tdk', 'gratis', 'hrs', 'beli', 'vocher', 'dapet', 'lantai', 'capek', 'turun', 'tangga']"
"untuk kamar udah lumayan, hanya saja handuknya bau seperti gk di cuci, trus di bawa kasur ada apel busuk mungkin sisa tamu...itu aja sih",linen_P1-neg,linen_P1,neg,kamar udah lumayan handuknya bau gk cuci trus bawa kasur apel busuk sisa tamuitu aja sih,"['kamar', 'udah', 'lumayan', 'handuknya', 'bau', 'gk', 'cuci', 'trus', 'bawa', 'kasur', 'apel', 'busuk', 'sisa', 'tamuitu', 'aja', 'sih']"
"untuk kamar udah lumayan, hanya saja handuknya bau seperti gk di cuci, trus di bawa kasur ada apel busuk mungkin sisa tamu...itu aja sih",kebersihan-neg,kebersihan,neg,kamar udah lumayan handuknya bau gk cuci trus bawa kasur apel busuk sisa tamuitu aja sih,"['kamar', 'udah', 'lumayan', 'handuknya', 'bau', 'gk', 'cuci', 'trus', 'bawa', 'kasur', 'apel', 'busuk', 'sisa', 'tamuitu', 'aja', 'sih']"
"untuk kamar udah lumayan, hanya saja handuknya bau seperti gk di cuci, trus di bawa kasur ada apel busuk mungkin sisa tamu...itu aja sih",bau_P1-neg,bau_P1,neg,kamar udah lumayan handuknya bau gk cuci trus bawa kasur apel busuk sisa tamuitu aja sih,"['kamar', 'udah', 'lumayan', 'handuknya', 'bau', 'gk', 'cuci', 'trus', 'bawa', 'kasur', 'apel', 'busuk', 'sisa', 'tamuitu', 'aja', 'sih']"
"Kecewa banget sih di hotel ini, ac mati, jelek lah pokoknya ga nyaman gua nginep di situ dan kalo booking airy ga bakal disono lagi cih",ac_P1-neg,ac_P1,neg,kecewa banget sih hotel ac mati jelek pokoknya ga nyaman gua nginep situ kalo booking airy ga disono cih,"['kecewa', 'banget', 'sih', 'hotel', 'ac', 'mati', 'jelek', 'pokoknya', 'ga', 'nyaman', 'gua', 'nginep', 'situ', 'kalo', 'booking', 'airy', 'ga', 'disono', 'cih']"
"Kecewa banget sih di hotel ini, ac mati, jelek lah pokoknya ga nyaman gua nginep di situ dan kalo booking airy ga bakal disono lagi cih",general-neg,general,neg,kecewa banget sih hotel ac mati jelek pokoknya ga nyaman gua nginep situ kalo booking airy ga disono cih,"['kecewa', 'banget', 'sih', 'hotel', 'ac', 'mati', 'jelek', 'pokoknya', 'ga', 'nyaman', 'gua', 'nginep', 'situ', 'kalo', 'booking', 'airy', 'ga', 'disono', 'cih']"
"Plus = Kamar besar, harga murah, ada kulkas, ranjang bagus. Minus= WiFi tidak bisa konek pas di kamar, saluran TV tak bagus, remote tak ada baterai. nilai 7/10",wifi_P1-neg,wifi_P1,neg,plus kamar harga murah kulkas ranjang bagus minus wifi konek pas kamar saluran tv bagus remote baterai nilai,"['plus', 'kamar', 'harga', 'murah', 'kulkas', 'ranjang', 'bagus', 'minus', 'wifi', 'konek', 'pas', 'kamar', 'saluran', 'tv', 'bagus', 'remote', 'baterai', 'nilai']"
"Plus = Kamar besar, harga murah, ada kulkas, ranjang bagus. Minus= WiFi tidak bisa konek pas di kamar, saluran TV tak bagus, remote tak ada baterai. nilai 7/10",tv_P1-neg,tv_P1,neg,plus kamar harga murah kulkas ranjang bagus minus wifi konek pas kamar saluran tv bagus remote baterai nilai,"['plus', 'kamar', 'harga', 'murah', 'kulkas', 'ranjang', 'bagus', 'minus', 'wifi', 'konek', 'pas', 'kamar', 'saluran', 'tv', 'bagus', 'remote', 'baterai', 'nilai']"
"Nice & strategic location, tapi kamar 145 begitu masuk kamar sinyal wifi hilang 😌, 9/10",wifi_P1-neg,wifi_P1,neg,nice strategic location kamar masuk kamar sinyal wifi hilang,"['nice', 'strategic', 'location', 'kamar', 'masuk', 'kamar', 'sinyal', 'wifi', 'hilang']"
"Kelebihannya Hanya Karna dekat dengan pusat kota,  kekurangannya hotel nya tua,  tempat parkir yang kurang memadai,  tidak ad air panas,  layanan telf di kamar tidak berfungsi,  pelayanan kamar yang lamban, dll",air_panas_P1-neg,air_panas_P1,neg,kelebihannya karna pusat kota kekurangannya hotel nya tua parkir memadai ad air panas layanan telf kamar berfungsi pelayanan kamar lamban dll,"['kelebihannya', 'karna', 'pusat', 'kota', 'kekurangannya', 'hotel', 'nya', 'tua', 'parkir', 'memadai', 'ad', 'air', 'panas', 'layanan', 'telf', 'kamar', 'berfungsi', 'pelayanan', 'kamar', 'lamban', 'dll']"
"Kelebihannya Hanya Karna dekat dengan pusat kota,  kekurangannya hotel nya tua,  tempat parkir yang kurang memadai,  tidak ad air panas,  layanan telf di kamar tidak berfungsi,  pelayanan kamar yang lamban, dll",service-neg,service,neg,kelebihannya karna pusat kota kekurangannya hotel nya tua parkir memadai ad air panas layanan telf kamar berfungsi pelayanan kamar lamban dll,"['kelebihannya', 'karna', 'pusat', 'kota', 'kekurangannya', 'hotel', 'nya', 'tua', 'parkir', 'memadai', 'ad', 'air', 'panas', 'layanan', 'telf', 'kamar', 'berfungsi', 'pelayanan', 'kamar', 'lamban', 'dll']"
sangat puas dengan fasilitas kamar yang diberikan. cuman ac nya sering berbunyi. agak mengganggu saat istirahat. but over all it's good... sarapannya juga oke.. ,ac_P1-neg,ac_P1,neg,puas fasilitas kamar cuman ac nya berbunyi mengganggu istirahat but over all its good sarapannya oke,"['puas', 'fasilitas', 'kamar', 'cuman', 'ac', 'nya', 'berbunyi', 'mengganggu', 'istirahat', 'but', 'over', 'all', 'its', 'good', 'sarapannya', 'oke']"
sangat puas dengan fasilitas kamar yang diberikan. cuman ac nya sering berbunyi. agak mengganggu saat istirahat. but over all it's good... sarapannya juga oke.. ,sunrise_meal_P1-pos,sunrise_meal_P1,pos,puas fasilitas kamar cuman ac nya berbunyi mengganggu istirahat but over all its good sarapannya oke,"['puas', 'fasilitas', 'kamar', 'cuman', 'ac', 'nya', 'berbunyi', 'mengganggu', 'istirahat', 'but', 'over', 'all', 'its', 'good', 'sarapannya', 'oke']"
"ada kendala saat check in, sehingga harus menunggu. kamar tidak standard airy, tidak ada welcome snack jg di kamar. tapi kamar lumayan nyaman untuk backpacker / transit.",service-neg,service,neg,kendala check in menunggu kamar standard airy welcome snack jg kamar kamar lumayan nyaman backpacker transit,"['kendala', 'check', 'in', 'menunggu', 'kamar', 'standard', 'airy', 'welcome', 'snack', 'jg', 'kamar', 'kamar', 'lumayan', 'nyaman', 'backpacker', 'transit']"
"ada kendala saat check in, sehingga harus menunggu. kamar tidak standard airy, tidak ada welcome snack jg di kamar. tapi kamar lumayan nyaman untuk backpacker / transit.",linen_P1-neg,linen_P1,neg,kendala check in menunggu kamar standard airy welcome snack jg kamar kamar lumayan nyaman backpacker transit,"['kendala', 'check', 'in', 'menunggu', 'kamar', 'standard', 'airy', 'welcome', 'snack', 'jg', 'kamar', 'kamar', 'lumayan', 'nyaman', 'backpacker', 'transit']"
Ac hanya bisa di temperatur 24 derajat. TV ga bisa nyala. Tapi wifi ok sih.,ac_P1-neg,ac_P1,neg,ac temperatur derajat tv ga nyala wifi ok sih,"['ac', 'temperatur', 'derajat', 'tv', 'ga', 'nyala', 'wifi', 'ok', 'sih']"
Ac hanya bisa di temperatur 24 derajat. TV ga bisa nyala. Tapi wifi ok sih.,tv_P1-neg,tv_P1,neg,ac temperatur derajat tv ga nyala wifi ok sih,"['ac', 'temperatur', 'derajat', 'tv', 'ga', 'nyala', 'wifi', 'ok', 'sih']"
Ac hanya bisa di temperatur 24 derajat. TV ga bisa nyala. Tapi wifi ok sih.,wifi_P1-pos,wifi_P1,pos,ac temperatur derajat tv ga nyala wifi ok sih,"['ac', 'temperatur', 'derajat', 'tv', 'ga', 'nyala', 'wifi', 'ok', 'sih']"
"Untuk ukuran ekonomis ini udah sangat baik, perlengkapan mandinya lengkap, snacknya ada, saluran tv dan wifi juga ok.. hanya klo blh kasih saran dan komentar, seprainya krg bersih & mgkn bs ditambahin jemuran handuk.. mksh sblmnya..",linen_P1-pos,linen_P1,pos,ukuran ekonomis udah perlengkapan mandinya lengkap snacknya saluran tv wifi ok klo blh kasih saran komentar seprainya krg bersih mgkn bs ditambahin jemuran handuk mksh sblmnya,"['ukuran', 'ekonomis', 'udah', 'perlengkapan', 'mandinya', 'lengkap', 'snacknya', 'saluran', 'tv', 'wifi', 'ok', 'klo', 'blh', 'kasih', 'saran', 'komentar', 'seprainya', 'krg', 'bersih', 'mgkn', 'bs', 'ditambahin', 'jemuran', 'handuk', 'mksh', 'sblmnya']"
"Untuk ukuran ekonomis ini udah sangat baik, perlengkapan mandinya lengkap, snacknya ada, saluran tv dan wifi juga ok.. hanya klo blh kasih saran dan komentar, seprainya krg bersih & mgkn bs ditambahin jemuran handuk.. mksh sblmnya..",kebersihan-neg,kebersihan,neg,ukuran ekonomis udah perlengkapan mandinya lengkap snacknya saluran tv wifi ok klo blh kasih saran komentar seprainya krg bersih mgkn bs ditambahin jemuran handuk mksh sblmnya,"['ukuran', 'ekonomis', 'udah', 'perlengkapan', 'mandinya', 'lengkap', 'snacknya', 'saluran', 'tv', 'wifi', 'ok', 'klo', 'blh', 'kasih', 'saran', 'komentar', 'seprainya', 'krg', 'bersih', 'mgkn', 'bs', 'ditambahin', 'jemuran', 'handuk', 'mksh', 'sblmnya']"
"Untuk ukuran ekonomis ini udah sangat baik, perlengkapan mandinya lengkap, snacknya ada, saluran tv dan wifi juga ok.. hanya klo blh kasih saran dan komentar, seprainya krg bersih & mgkn bs ditambahin jemuran handuk.. mksh sblmnya..",wifi_P1-pos,wifi_P1,pos,ukuran ekonomis udah perlengkapan mandinya lengkap snacknya saluran tv wifi ok klo blh kasih saran komentar seprainya krg bersih mgkn bs ditambahin jemuran handuk mksh sblmnya,"['ukuran', 'ekonomis', 'udah', 'perlengkapan', 'mandinya', 'lengkap', 'snacknya', 'saluran', 'tv', 'wifi', 'ok', 'klo', 'blh', 'kasih', 'saran', 'komentar', 'seprainya', 'krg', 'bersih', 'mgkn', 'bs', 'ditambahin', 'jemuran', 'handuk', 'mksh', 'sblmnya']"
"Untuk ukuran ekonomis ini udah sangat baik, perlengkapan mandinya lengkap, snacknya ada, saluran tv dan wifi juga ok.. hanya klo blh kasih saran dan komentar, seprainya krg bersih & mgkn bs ditambahin jemuran handuk.. mksh sblmnya..",tv_P1-pos,tv_P1,pos,ukuran ekonomis udah perlengkapan mandinya lengkap snacknya saluran tv wifi ok klo blh kasih saran komentar seprainya krg bersih mgkn bs ditambahin jemuran handuk mksh sblmnya,"['ukuran', 'ekonomis', 'udah', 'perlengkapan', 'mandinya', 'lengkap', 'snacknya', 'saluran', 'tv', 'wifi', 'ok', 'klo', 'blh', 'kasih', 'saran', 'komentar', 'seprainya', 'krg', 'bersih', 'mgkn', 'bs', 'ditambahin', 'jemuran', 'handuk', 'mksh', 'sblmnya']"
"Pertama datang ada serangga di kasur saya, ac tua jadi berisik, pelayanan staff seperti bintang lima",kebersihan-neg,kebersihan,neg,serangga kasur ac tua berisik pelayanan staff bintang,"['serangga', 'kasur', 'ac', 'tua', 'berisik', 'pelayanan', 'staff', 'bintang']"
"Pertama datang ada serangga di kasur saya, ac tua jadi berisik, pelayanan staff seperti bintang lima",ac_P1-neg,ac_P1,neg,serangga kasur ac tua berisik pelayanan staff bintang,"['serangga', 'kasur', 'ac', 'tua', 'berisik', 'pelayanan', 'staff', 'bintang']"
"Pertama datang ada serangga di kasur saya, ac tua jadi berisik, pelayanan staff seperti bintang lima",service-pos,service,pos,serangga kasur ac tua berisik pelayanan staff bintang,"['serangga', 'kasur', 'ac', 'tua', 'berisik', 'pelayanan', 'staff', 'bintang']"
"Nyaman, pelayanan baik hanya air hangatnya tak berfungsi dengan baik",service-pos,service,pos,nyaman pelayanan air hangatnya berfungsi,"['nyaman', 'pelayanan', 'air', 'hangatnya', 'berfungsi']"
"Nyaman, pelayanan baik hanya air hangatnya tak berfungsi dengan baik",air_panas_P1-neg,air_panas_P1,neg,nyaman pelayanan air hangatnya berfungsi,"['nyaman', 'pelayanan', 'air', 'hangatnya', 'berfungsi']"
"tv kurang berfungsi dgn baik, over all good",tv_P1-neg,tv_P1,neg,tv berfungsi dgn over all good,"['tv', 'berfungsi', 'dgn', 'over', 'all', 'good']"
kamar mandi tidak bersih kabel tv tidak memiliki power point electricity nya down harus menunggu lama untuk on kembali,kebersihan-neg,kebersihan,neg,kamar mandi bersih kabel tv memiliki power point electricity nya down menunggu on,"['kamar', 'mandi', 'bersih', 'kabel', 'tv', 'memiliki', 'power', 'point', 'electricity', 'nya', 'down', 'menunggu', 'on']"
kamar mandi tidak bersih kabel tv tidak memiliki power point electricity nya down harus menunggu lama untuk on kembali,tv_P1-neg,tv_P1,neg,kamar mandi bersih kabel tv memiliki power point electricity nya down menunggu on,"['kamar', 'mandi', 'bersih', 'kabel', 'tv', 'memiliki', 'power', 'point', 'electricity', 'nya', 'down', 'menunggu', 'on']"
"Kebersihan aja lagi yg perlu ditingkatkan, kalau yg lain sudah lumayan bagus dengan harga murah..",kebersihan-neg,kebersihan,neg,kebersihan aja yg ditingkatkan yg lumayan bagus harga murah,"['kebersihan', 'aja', 'yg', 'ditingkatkan', 'yg', 'lumayan', 'bagus', 'harga', 'murah']"
"Kebersihan aja lagi yg perlu ditingkatkan, kalau yg lain sudah lumayan bagus dengan harga murah..",general-pos,general,pos,kebersihan aja yg ditingkatkan yg lumayan bagus harga murah,"['kebersihan', 'aja', 'yg', 'ditingkatkan', 'yg', 'lumayan', 'bagus', 'harga', 'murah']"
"hotelnya nyaman bersih, tapi ruangannya agak sedikit bau dan pengap karena tidak ada jendela",kebersihan-pos,kebersihan,pos,hotelnya nyaman bersih ruangannya bau pengap jendela,"['hotelnya', 'nyaman', 'bersih', 'ruangannya', 'bau', 'pengap', 'jendela']"
"hotelnya nyaman bersih, tapi ruangannya agak sedikit bau dan pengap karena tidak ada jendela",bau_P1-neg,bau_P1,neg,hotelnya nyaman bersih ruangannya bau pengap jendela,"['hotelnya', 'nyaman', 'bersih', 'ruangannya', 'bau', 'pengap', 'jendela']"
"bau asap rokok dari kamar sebelah, sprei nya banyak noda kekuningan gtu",bau_P1-neg,bau_P1,neg,bau asap rokok kamar sebelah sprei nya noda kekuningan gtu,"['bau', 'asap', 'rokok', 'kamar', 'sebelah', 'sprei', 'nya', 'noda', 'kekuningan', 'gtu']"
"bau asap rokok dari kamar sebelah, sprei nya banyak noda kekuningan gtu",linen_P1-neg,linen_P1,neg,bau asap rokok kamar sebelah sprei nya noda kekuningan gtu,"['bau', 'asap', 'rokok', 'kamar', 'sebelah', 'sprei', 'nya', 'noda', 'kekuningan', 'gtu']"
"bau asap rokok dari kamar sebelah, sprei nya banyak noda kekuningan gtu",kebersihan-neg,kebersihan,neg,bau asap rokok kamar sebelah sprei nya noda kekuningan gtu,"['bau', 'asap', 'rokok', 'kamar', 'sebelah', 'sprei', 'nya', 'noda', 'kekuningan', 'gtu']"
"air mandi tdk hangat,tdk dpt toiletries khas Airy :( tdk ada snack,bantal, dan piranti Airy :(",air_panas_P1-neg,air_panas_P1,neg,air mandi tdk hangattdk dpt toiletries khas airy tdk snackbantal piranti airy,"['air', 'mandi', 'tdk', 'hangattdk', 'dpt', 'toiletries', 'khas', 'airy', 'tdk', 'snackbantal', 'piranti', 'airy']"
"air mandi tdk hangat,tdk dpt toiletries khas Airy :( tdk ada snack,bantal, dan piranti Airy :(",linen_P1-neg,linen_P1,neg,air mandi tdk hangattdk dpt toiletries khas airy tdk snackbantal piranti airy,"['air', 'mandi', 'tdk', 'hangattdk', 'dpt', 'toiletries', 'khas', 'airy', 'tdk', 'snackbantal', 'piranti', 'airy']"
lumayan......tp u kebersihan kamar mandi msh kurang.spt tdk terawat.,kebersihan-neg,kebersihan,neg,lumayantp u kebersihan kamar mandi msh kurangspt tdk terawat,"['lumayantp', 'u', 'kebersihan', 'kamar', 'mandi', 'msh', 'kurangspt', 'tdk', 'terawat']"
Semua OK.. Hanya perlu ditingkatkan lg kebersihan lantai kamar dan handuk.. Staff ramah dan sigap.. Good job! Kalau bisa airy menyediakan kamar yg ada breakfastnya sehingga bisa coba food beveragesnya bgm..,kebersihan-neg,kebersihan,neg,ok ditingkatkan lg kebersihan lantai kamar handuk staff ramah sigap good job airy menyediakan kamar yg breakfastnya coba food beveragesnya bgm,"['ok', 'ditingkatkan', 'lg', 'kebersihan', 'lantai', 'kamar', 'handuk', 'staff', 'ramah', 'sigap', 'good', 'job', 'airy', 'menyediakan', 'kamar', 'yg', 'breakfastnya', 'coba', 'food', 'beveragesnya', 'bgm']"
Semua OK.. Hanya perlu ditingkatkan lg kebersihan lantai kamar dan handuk.. Staff ramah dan sigap.. Good job! Kalau bisa airy menyediakan kamar yg ada breakfastnya sehingga bisa coba food beveragesnya bgm..,service-pos,service,pos,ok ditingkatkan lg kebersihan lantai kamar handuk staff ramah sigap good job airy menyediakan kamar yg breakfastnya coba food beveragesnya bgm,"['ok', 'ditingkatkan', 'lg', 'kebersihan', 'lantai', 'kamar', 'handuk', 'staff', 'ramah', 'sigap', 'good', 'job', 'airy', 'menyediakan', 'kamar', 'yg', 'breakfastnya', 'coba', 'food', 'beveragesnya', 'bgm']"
Semua OK.. Hanya perlu ditingkatkan lg kebersihan lantai kamar dan handuk.. Staff ramah dan sigap.. Good job! Kalau bisa airy menyediakan kamar yg ada breakfastnya sehingga bisa coba food beveragesnya bgm..,sunrise_meal_P1-neg,sunrise_meal_P1,neg,ok ditingkatkan lg kebersihan lantai kamar handuk staff ramah sigap good job airy menyediakan kamar yg breakfastnya coba food beveragesnya bgm,"['ok', 'ditingkatkan', 'lg', 'kebersihan', 'lantai', 'kamar', 'handuk', 'staff', 'ramah', 'sigap', 'good', 'job', 'airy', 'menyediakan', 'kamar', 'yg', 'breakfastnya', 'coba', 'food', 'beveragesnya', 'bgm']"
AC kurang dingin ,ac_P1-neg,ac_P1,neg,ac dingin,"['ac', 'dingin']"
"Menginap di airy room selalu berkesan. Staff ramah, pelayanan prima dan kolam renang y yg membuat anak2 betah berlama2 disini. Utk room bersih, nyaman, tidak terlalu luas tp jg tidak terlalu sempit karena masih bisa space ekstra bed. Kamar mandi luas, cm agak sedikit bau tak sedap. Wifi room ok banget. Over all ok banget airy room",service-pos,service,pos,menginap airy room berkesan staff ramah pelayanan prima kolam renang y yg anak betah berlama utk room bersih nyaman luas tp jg sempit space ekstra bed kamar mandi luas cm bau sedap wifi room ok banget over all ok banget airy room,"['menginap', 'airy', 'room', 'berkesan', 'staff', 'ramah', 'pelayanan', 'prima', 'kolam', 'renang', 'y', 'yg', 'anak', 'betah', 'berlama', 'utk', 'room', 'bersih', 'nyaman', 'luas', 'tp', 'jg', 'sempit', 'space', 'ekstra', 'bed', 'kamar', 'mandi', 'luas', 'cm', 'bau', 'sedap', 'wifi', 'room', 'ok', 'banget', 'over', 'all', 'ok', 'banget', 'airy', 'room']"
"Menginap di airy room selalu berkesan. Staff ramah, pelayanan prima dan kolam renang y yg membuat anak2 betah berlama2 disini. Utk room bersih, nyaman, tidak terlalu luas tp jg tidak terlalu sempit karena masih bisa space ekstra bed. Kamar mandi luas, cm agak sedikit bau tak sedap. Wifi room ok banget. Over all ok banget airy room",kebersihan-pos,kebersihan,pos,menginap airy room berkesan staff ramah pelayanan prima kolam renang y yg anak betah berlama utk room bersih nyaman luas tp jg sempit space ekstra bed kamar mandi luas cm bau sedap wifi room ok banget over all ok banget airy room,"['menginap', 'airy', 'room', 'berkesan', 'staff', 'ramah', 'pelayanan', 'prima', 'kolam', 'renang', 'y', 'yg', 'anak', 'betah', 'berlama', 'utk', 'room', 'bersih', 'nyaman', 'luas', 'tp', 'jg', 'sempit', 'space', 'ekstra', 'bed', 'kamar', 'mandi', 'luas', 'cm', 'bau', 'sedap', 'wifi', 'room', 'ok', 'banget', 'over', 'all', 'ok', 'banget', 'airy', 'room']"
"Menginap di airy room selalu berkesan. Staff ramah, pelayanan prima dan kolam renang y yg membuat anak2 betah berlama2 disini. Utk room bersih, nyaman, tidak terlalu luas tp jg tidak terlalu sempit karena masih bisa space ekstra bed. Kamar mandi luas, cm agak sedikit bau tak sedap. Wifi room ok banget. Over all ok banget airy room",bau_P1-neg,bau_P1,neg,menginap airy room berkesan staff ramah pelayanan prima kolam renang y yg anak betah berlama utk room bersih nyaman luas tp jg sempit space ekstra bed kamar mandi luas cm bau sedap wifi room ok banget over all ok banget airy room,"['menginap', 'airy', 'room', 'berkesan', 'staff', 'ramah', 'pelayanan', 'prima', 'kolam', 'renang', 'y', 'yg', 'anak', 'betah', 'berlama', 'utk', 'room', 'bersih', 'nyaman', 'luas', 'tp', 'jg', 'sempit', 'space', 'ekstra', 'bed', 'kamar', 'mandi', 'luas', 'cm', 'bau', 'sedap', 'wifi', 'room', 'ok', 'banget', 'over', 'all', 'ok', 'banget', 'airy', 'room']"
"Menginap di airy room selalu berkesan. Staff ramah, pelayanan prima dan kolam renang y yg membuat anak2 betah berlama2 disini. Utk room bersih, nyaman, tidak terlalu luas tp jg tidak terlalu sempit karena masih bisa space ekstra bed. Kamar mandi luas, cm agak sedikit bau tak sedap. Wifi room ok banget. Over all ok banget airy room",wifi_P1-pos,wifi_P1,pos,menginap airy room berkesan staff ramah pelayanan prima kolam renang y yg anak betah berlama utk room bersih nyaman luas tp jg sempit space ekstra bed kamar mandi luas cm bau sedap wifi room ok banget over all ok banget airy room,"['menginap', 'airy', 'room', 'berkesan', 'staff', 'ramah', 'pelayanan', 'prima', 'kolam', 'renang', 'y', 'yg', 'anak', 'betah', 'berlama', 'utk', 'room', 'bersih', 'nyaman', 'luas', 'tp', 'jg', 'sempit', 'space', 'ekstra', 'bed', 'kamar', 'mandi', 'luas', 'cm', 'bau', 'sedap', 'wifi', 'room', 'ok', 'banget', 'over', 'all', 'ok', 'banget', 'airy', 'room']"
"Menginap di airy room selalu berkesan. Staff ramah, pelayanan prima dan kolam renang y yg membuat anak2 betah berlama2 disini. Utk room bersih, nyaman, tidak terlalu luas tp jg tidak terlalu sempit karena masih bisa space ekstra bed. Kamar mandi luas, cm agak sedikit bau tak sedap. Wifi room ok banget. Over all ok banget airy room",general-pos,general,pos,menginap airy room berkesan staff ramah pelayanan prima kolam renang y yg anak betah berlama utk room bersih nyaman luas tp jg sempit space ekstra bed kamar mandi luas cm bau sedap wifi room ok banget over all ok banget airy room,"['menginap', 'airy', 'room', 'berkesan', 'staff', 'ramah', 'pelayanan', 'prima', 'kolam', 'renang', 'y', 'yg', 'anak', 'betah', 'berlama', 'utk', 'room', 'bersih', 'nyaman', 'luas', 'tp', 'jg', 'sempit', 'space', 'ekstra', 'bed', 'kamar', 'mandi', 'luas', 'cm', 'bau', 'sedap', 'wifi', 'room', 'ok', 'banget', 'over', 'all', 'ok', 'banget', 'airy', 'room']"
menginap yg kedua kalinya.. suka kamar nya tapi sprei nya kok kotor kaya yg belum d cuci..,linen_P1-neg,linen_P1,neg,menginap yg kalinya suka kamar nya sprei nya kotor kaya yg d cuci,"['menginap', 'yg', 'kalinya', 'suka', 'kamar', 'nya', 'sprei', 'nya', 'kotor', 'kaya', 'yg', 'd', 'cuci']"
menginap yg kedua kalinya.. suka kamar nya tapi sprei nya kok kotor kaya yg belum d cuci..,kebersihan-neg,kebersihan,neg,menginap yg kalinya suka kamar nya sprei nya kotor kaya yg d cuci,"['menginap', 'yg', 'kalinya', 'suka', 'kamar', 'nya', 'sprei', 'nya', 'kotor', 'kaya', 'yg', 'd', 'cuci']"
"+ : pusat kuta. - : agak sulit menemukannya, CS tidak ada di tempat pada saat kami akan check in namun meninggalkan nomor telp. CS datang sekitar 15 mnt kemudian. CS tidak tau password wifi, bangunan tua dan sedikit seram, air mandi panas tidak ada. semua kamar di lantai 2 jadi harus menaiki tangga, sabun dan sampo tidak disediakan",service-neg,service,neg,pusat kuta sulit menemukannya cs check in meninggalkan nomor telp cs mnt cs tau password wifi bangunan tua seram air mandi panas kamar lantai tangga sabun sampo disediakan,"['pusat', 'kuta', 'sulit', 'menemukannya', 'cs', 'check', 'in', 'meninggalkan', 'nomor', 'telp', 'cs', 'mnt', 'cs', 'tau', 'password', 'wifi', 'bangunan', 'tua', 'seram', 'air', 'mandi', 'panas', 'kamar', 'lantai', 'tangga', 'sabun', 'sampo', 'disediakan']"
